row,income,loan_amount,property_value,combined_loan_to_value_ratio,debt_to_income_ratio,derived_race,loan_purpose,occupancy_type,action_taken,tract_minority_population_percent,kmeans_cluster,hier_cluster,clarans_cluster
68179,111.0,225000,365000.0,61.8,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,20.07,0,6,6
64238,73.0,155000,165000.0,78.353,43%-<50%,White,Home_Purchase,Principal_Residence,Denied,21.77,3,1,2
3770,67.0,185000,305000.0,60.2,36%-<43%,White,Refinance,Principal_Residence,Originated,17.12,0,6,6
11396,173.0,165000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,24.04,0,6,6
26618,55.0,155000,165000.0,95.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,7.2,2,7,1
85255,90.0,155000,315000.0,79.665,30%-<36%,Race Not Available,Home_Improvement,Principal_Residence,Originated,93.47,6,4,4
26714,514.0,415000,605000.0,68.333,<20%,White,Other,Principal_Residence,Originated,40.95,5,3,5
90470,95.0,275000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Withdrawn,18.36,1,5,3
96284,89.0,315000,445000.0,71.236,43%-<50%,White,Refinance,Principal_Residence,Originated,14.69,0,6,6
27940,232.0,105000,735000.0,21.71,<20%,White,Home_Purchase,Principal_Residence,Originated,35.86,6,4,4
19083,97.0,145000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Incomplete,16.4,3,1,2
45475,62.0,55000,215000.0,25.0,50%-60%,White,Refinance,Principal_Residence,Denied,82.57,4,2,0
79350,50.0,75000,85000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,4.08,2,7,1
70783,51.0,75000,265000.0,28.5,20%-<30%,Race Not Available,Home_Improvement,Principal_Residence,Originated,31.33,0,6,1
22571,78.0,125000,185000.0,67.71,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,10.6,0,6,6
189,50.0,135000,135000.0,103.826,30%-<36%,Black or African American,Home_Purchase,Principal_Residence,Originated,99.05,2,7,5
42786,28.0,85000,115000.0,78.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,6.92,2,7,1
24895,75.0,395000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,76.07,2,7,5
83823,124.0,65000,205000.0,89.785,30%-<36%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,36.67,6,4,4
47032,49.0,65000,75000.0,103.961,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,14.96,2,7,1
52556,111.0,55000,145000.0,38.97,<20%,White,CashOut_Refinance,Principal_Residence,Originated,40.69,0,6,6
84764,41.0,25000,265000.0,11.11,43%-<50%,White,Refinance,Principal_Residence,Originated,7.75,0,6,6
19549,50.0,205000,205000.0,100.0,Unknown,Black or African American,Home_Purchase,Principal_Residence,Preapproval_Denied,0.0,2,7,1
5308,18.0,65000,65000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,72.98,2,7,5
60336,22.0,105000,535000.0,48.831,>60%,White,Other,Principal_Residence,Denied,33.51,4,2,0
50601,77.0,245000,355000.0,70.0,50%-60%,Asian,Home_Purchase,Principal_Residence,Approved_NotAccepted,49.25,4,2,0
22711,12.0,55000,365000.0,13.62,>60%,White,Home_Improvement,Principal_Residence,Denied,9.44,4,2,0
56432,23.0,125000,375000.0,78.353,Exempt,White,Refinance,Principal_Residence,Withdrawn,7.77,0,6,6
85436,52.0,305000,475000.0,64.255,43%-<50%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,22.52,0,6,6
59256,203.0,265000,615000.0,43.089,36%-<43%,White,Home_Purchase,Investment,Originated,53.33,1,5,3
88982,56.0,275000,275000.0,96.5,50%-60%,Black or African American,Home_Purchase,Principal_Residence,Originated,83.17,4,2,0
8770,282.0,705000,1355000.0,51.852,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,40.07,2,7,1
83283,95.0,165000,175000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,59.72,2,7,5
17484,260.0,525000,375000.0,78.353,Unknown,White,Home_Purchase,Second_Residence,Withdrawn,12.44,2,7,1
34919,53.0,125000,135000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Denied,5.44,3,1,2
9415,131.0,235000,285000.0,80.0,<20%,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,12.35,0,6,6
97427,925.0,2445000,3055000.0,80.0,36%-<43%,Joint,Home_Purchase,Second_Residence,Originated,70.04,5,3,4
84326,97.0,65000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Originated,7.89,2,7,1
87860,450.0,1085000,1355000.0,80.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,15.59,5,3,1
19017,98.0,205000,205000.0,99.517,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,24.16,2,7,1
52205,95.0,545000,615000.0,88.89,Unknown,White,Refinance,Principal_Residence,Originated,15.41,0,6,6
51770,151.0,475000,495000.0,95.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,17.22,2,7,1
27223,109.0,215000,225000.0,95.0,30%-<36%,White,Home_Purchase,Principal_Residence,Approved_NotAccepted,38.22,2,7,1
28477,450.0,1355000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,20.66,5,3,1
95195,95.0,575000,575000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,54.82,2,7,5
61401,155.0,285000,325000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,47.71,2,7,5
34026,332.0,175000,255000.0,70.0,20%-<30%,White,CashOut_Refinance,Investment,Originated,61.26,1,5,3
99511,271.0,65000,745000.0,73.29,20%-<30%,Race Not Available,Home_Improvement,Principal_Residence,Originated,22.48,6,4,4
69717,27.0,135000,285000.0,48.07,50%-60%,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,99.03,4,2,0
68015,119.0,525000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,33.01,2,7,1
67366,95.0,505000,675000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Purchased,79.61,1,5,3
12784,81.0,435000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,6.94,0,6,6
66743,95.0,115000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,35.89,0,6,6
37381,49.0,135000,145000.0,90.0,50%-60%,Race Not Available,Home_Purchase,Principal_Residence,Denied,98.37,4,2,0
99251,125.0,305000,325000.0,95.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,68.15,2,7,5
6961,80.0,225000,465000.0,48.0,43%-<50%,Black or African American,Refinance,Principal_Residence,Originated,66.33,0,6,6
76871,141.0,285000,495000.0,58.163,20%-<30%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,24.47,0,6,6
58343,121.0,45000,405000.0,62.128,<20%,White,Home_Improvement,Principal_Residence,Originated,44.33,6,4,4
78902,23.0,65000,255000.0,24.0,36%-<43%,White,Refinance,Principal_Residence,Denied,28.46,0,6,6
20086,0.0,205000,205000.0,100.0,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Denied,3.32,2,7,1
26161,77.0,275000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,34.64,0,6,6
31129,227.0,395000,415000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,27.89,2,7,1
42633,188.0,495000,555000.0,90.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,26.75,2,7,1
53369,173.0,565000,705000.0,80.0,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,13.98,0,6,6
7177,112.0,135000,185000.0,72.93,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,5.41,0,6,6
64367,131.0,255000,315000.0,80.0,20%-<30%,Asian,Home_Purchase,Principal_Residence,Originated,23.34,2,7,1
42829,65.0,205000,205000.0,100.03,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,99.58,2,7,5
65544,217.0,605000,705000.0,85.82,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,17.39,2,7,1
38470,85.0,325000,375000.0,78.353,50%-60%,Joint,CashOut_Refinance,Principal_Residence,Denied,31.14,4,2,0
25841,107.0,325000,425000.0,76.69,36%-<43%,Joint,Home_Purchase,Principal_Residence,Originated,71.78,2,7,5
13701,382.0,585000,1895000.0,75.787,43%-<50%,Asian,Refinance,Principal_Residence,Originated,21.47,5,4,4
63701,42.0,85000,375000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Denied,0.0,3,1,2
70117,72.0,395000,465000.0,84.79,50%-60%,White,Refinance,Principal_Residence,Denied,11.98,4,2,0
52301,172.0,155000,455000.0,71.408,36%-<43%,White,Home_Improvement,Principal_Residence,Originated,47.5,6,4,4
28300,95.0,145000,145000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,40.39,2,7,1
99436,132.0,195000,505000.0,79.905,20%-<30%,Asian,Home_Improvement,Principal_Residence,Originated,19.04,6,4,4
8514,223.0,275000,675000.0,40.448,30%-<36%,White,Refinance,Principal_Residence,Denied,99.61,0,6,6
21781,66.0,355000,415000.0,85.366,>60%,White,CashOut_Refinance,Principal_Residence,Denied,23.3,4,2,0
78803,194.0,645000,745000.0,87.459,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,25.51,2,7,1
16982,104.0,185000,475000.0,39.7,43%-<50%,White,Refinance,Principal_Residence,Originated,31.11,0,6,6
23288,115.0,275000,425000.0,65.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,47.02,0,6,6
79898,150.0,575000,685000.0,85.0,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,55.63,2,7,5
12607,50.0,215000,375000.0,59.18,43%-<50%,Joint,CashOut_Refinance,Principal_Residence,Originated,94.96,0,6,6
369,60.0,105000,805000.0,29.95,>60%,White,Refinance,Principal_Residence,Denied,81.71,4,2,0
31618,71.0,305000,565000.0,78.57,>60%,Race Not Available,Home_Improvement,Principal_Residence,Denied,73.79,4,2,0
20062,187.0,445000,475000.0,95.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,17.73,2,7,1
30063,149.0,365000,375000.0,78.353,Unknown,Black or African American,CashOut_Refinance,Principal_Residence,Withdrawn,47.33,0,6,6
79721,83.0,225000,1065000.0,21.0,43%-<50%,Race Not Available,Refinance,Principal_Residence,Originated,47.47,0,6,6
55549,231.0,95000,765000.0,79.954,30%-<36%,Race Not Available,Home_Improvement,Principal_Residence,Originated,63.65,6,4,4
29314,120.0,85000,265000.0,78.02,43%-<50%,Race Not Available,Home_Improvement,Principal_Residence,Originated,13.84,6,4,4
40865,72.0,245000,245000.0,96.5,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,11.46,2,7,1
58505,72.0,25000,145000.0,61.4,20%-<30%,White,Refinance,Principal_Residence,Originated,10.54,6,4,4
75762,100.0,45000,685000.0,72.86,43%-<50%,White,Home_Improvement,Principal_Residence,Originated,12.28,6,4,4
46721,1050.0,505000,1805000.0,78.694,20%-<30%,White,Other,Principal_Residence,Originated,35.79,5,3,4
50783,61.0,305000,435000.0,70.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,52.08,0,6,6
2509,147.0,165000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,46.68,0,6,6
12641,55.0,235000,265000.0,90.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,84.7,2,7,5
93997,90.0,35000,325000.0,52.8,43%-<50%,Race Not Available,Other,Principal_Residence,Denied,35.45,6,4,4
10539,56.0,275000,285000.0,99.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,22.12,2,7,1
72423,119.0,165000,205000.0,80.0,36%-<43%,Black or African American,Home_Purchase,Principal_Residence,Originated,47.48,2,7,5
52749,47.0,115000,185000.0,59.459,50%-60%,White,Refinance,Principal_Residence,Denied,9.86,4,2,0
26410,343.0,995000,1175000.0,85.0,<20%,White,Home_Purchase,Principal_Residence,Originated,32.15,5,7,1
33904,54.0,285000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,97.85,2,7,5
40615,258.0,535000,665000.0,80.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,39.27,2,7,1
82389,39.0,85000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,12.28,0,6,6
97151,42.0,195000,315000.0,61.429,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,75.43,0,6,6
65776,59.0,105000,315000.0,31.746,>60%,White,Refinance,Investment,Denied,11.23,1,5,3
18060,52.0,185000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Withdrawn,29.13,0,6,6
10845,248.0,85000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,27.18,6,4,4
58306,24.0,115000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,37.19,0,6,6
76125,95.0,635000,675000.0,95.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,46.68,2,7,5
23112,94.0,365000,455000.0,80.0,43%-<50%,White,CashOut_Refinance,Principal_Residence,Denied,24.26,0,6,6
24825,26.0,165000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Withdrawn,15.17,0,6,6
78749,30.0,125000,125000.0,97.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,40.89,2,7,5
35741,95.0,305000,305000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,44.24,2,7,5
53083,31.0,255000,375000.0,78.353,Unknown,Asian,Home_Purchase,Principal_Residence,Withdrawn,45.62,2,7,1
26549,89.0,185000,185000.0,100.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,31.87,2,7,1
76482,101.0,365000,375000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,46.04,2,7,5
95303,67.0,105000,375000.0,78.353,20%-<30%,White,Refinance,Principal_Residence,Denied,0.0,0,7,6
37249,95.0,365000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Investment,Originated,87.72,1,5,3
32116,42.0,205000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,81.07,0,6,6
75287,217.0,405000,415000.0,95.08,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,41.46,2,7,1
89639,126.0,415000,555000.0,75.0,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,59.34,0,6,6
49209,185.0,495000,705000.0,70.0,36%-<43%,Race Not Available,Home_Purchase,Investment,Originated,78.24,1,5,3
38247,123.0,235000,245000.0,97.0,30%-<36%,Black or African American,Home_Purchase,Principal_Residence,Originated,44.27,2,7,5
54791,226.0,865000,1155000.0,75.0,30%-<36%,Asian,Home_Purchase,Principal_Residence,Originated,79.48,2,7,5
34181,91.0,275000,375000.0,79.71,36%-<43%,Race Not Available,Refinance,Principal_Residence,Originated,53.19,0,6,6
35739,144.0,105000,545000.0,82.762,43%-<50%,Race Not Available,Other,Principal_Residence,Originated,36.14,6,4,4
93335,95.0,375000,395000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,72.75,2,7,5
45994,95.0,265000,265000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,24.77,2,7,1
57333,56.0,165000,485000.0,35.0,43%-<50%,Race Not Available,Refinance,Principal_Residence,Originated,97.41,0,6,6
86870,56.0,145000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,23.0,2,7,1
32231,620.0,505000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Incomplete,23.87,5,3,6
29273,95.0,245000,255000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,69.97,2,7,5
43171,209.0,275000,375000.0,78.353,Unknown,Joint,Home_Purchase,Principal_Residence,Withdrawn,0.0,2,7,1
56063,175.0,35000,375000.0,78.353,Unknown,Race Not Available,Other,Principal_Residence,Withdrawn,11.86,6,4,4
97791,91.0,225000,225000.0,78.353,36%-<43%,White,Home_Purchase,Principal_Residence,Approved_NotAccepted,6.67,2,7,1
66875,142.0,475000,375000.0,78.353,Unknown,Asian,Home_Purchase,Principal_Residence,Withdrawn,31.92,2,7,1
11867,47.0,185000,195000.0,96.5,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,82.71,2,7,5
92946,75.0,135000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Originated,6.66,2,7,1
51974,25.0,395000,935000.0,42.37,<20%,Asian,Refinance,Principal_Residence,Originated,74.21,0,6,6
3996,36.0,145000,205000.0,72.38,36%-<43%,White,Refinance,Principal_Residence,Originated,42.5,0,6,6
70315,68.0,225000,235000.0,78.353,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,72.61,2,7,5
76573,95.0,245000,425000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,21.38,2,7,1
43151,54.0,105000,325000.0,31.25,43%-<50%,White,Home_Improvement,Investment,Originated,56.78,1,5,3
44376,87.0,325000,335000.0,95.0,50%-60%,White,Home_Purchase,Principal_Residence,Originated,8.91,4,2,0
96926,77.0,205000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,59.69,0,6,6
62252,161.0,95000,105000.0,90.0,20%-<30%,White,Home_Purchase,Second_Residence,Originated,5.24,2,7,1
60397,95.0,185000,225000.0,80.0,Unknown,Race Not Available,Home_Purchase,Investment,Originated,31.79,1,5,3
63268,24.0,215000,275000.0,77.778,>60%,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,69.85,4,2,0
21023,43.0,175000,325000.0,54.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,10.99,2,7,1
40079,34.0,65000,325000.0,19.077,43%-<50%,Black or African American,Other,Principal_Residence,Approved_NotAccepted,38.39,0,6,1
88665,71.0,185000,235000.0,80.0,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,11.15,0,6,6
61254,100.0,445000,555000.0,79.423,43%-<50%,Black or African American,CashOut_Refinance,Principal_Residence,Denied,85.39,0,6,6
62510,20.0,105000,135000.0,79.729,43%-<50%,Black or African American,CashOut_Refinance,Principal_Residence,Denied,60.49,0,6,6
57429,104.0,125000,745000.0,78.38,50%-60%,White,Other,Principal_Residence,Denied,62.89,4,2,0
36597,59.0,45000,195000.0,86.869,Unknown,White,Home_Improvement,Principal_Residence,Originated,4.75,6,4,4
33067,86.0,365000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,35.54,2,7,1
3025,55.0,155000,235000.0,65.66,43%-<50%,Asian,CashOut_Refinance,Principal_Residence,Originated,63.48,0,6,6
46396,340.0,245000,1255000.0,76.91,43%-<50%,White,Other,Principal_Residence,Originated,17.55,6,4,4
36176,53.0,155000,275000.0,55.556,30%-<36%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,42.02,0,6,6
6477,42.0,125000,205000.0,60.0,36%-<43%,Black or African American,CashOut_Refinance,Principal_Residence,Originated,78.12,0,6,6
14304,227.0,1315000,1755000.0,75.0,50%-60%,White,Home_Purchase,Principal_Residence,Originated,12.75,4,2,0
65993,50.0,105000,475000.0,58.144,36%-<43%,White,Home_Improvement,Principal_Residence,Denied,30.12,6,4,4
94889,95.0,645000,875000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,23.28,2,7,1
87867,42.0,5000,105000.0,105.747,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,22.98,6,4,4
87259,71.0,295000,305000.0,96.5,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,76.64,2,7,5
85542,70.0,55000,375000.0,78.353,Unknown,Black or African American,Home_Improvement,Principal_Residence,Incomplete,42.02,6,4,4
88481,95.0,215000,285000.0,75.0,Unknown,White,Home_Purchase,Investment,Originated,77.9,1,5,3
14246,62.0,215000,225000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,34.18,2,7,1
47012,85.0,335000,445000.0,75.0,20%-<30%,Race Not Available,Home_Purchase,Investment,Approved_NotAccepted,13.46,1,5,3
8459,116.0,345000,345000.0,78.353,20%-<30%,Race Not Available,Home_Purchase,Principal_Residence,Originated,39.06,2,7,1
84907,207.0,105000,195000.0,55.297,<20%,White,CashOut_Refinance,Principal_Residence,Originated,15.07,0,6,6
35183,59.0,105000,785000.0,43.21,>60%,White,Home_Improvement,Principal_Residence,Denied,17.43,4,2,0
54386,245.0,205000,855000.0,44.57,36%-<43%,White,Refinance,Principal_Residence,Originated,16.28,6,4,4
31772,95.0,735000,875000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,56.09,2,7,5
38012,18.0,205000,365000.0,55.56,>60%,White,Refinance,Principal_Residence,Denied,6.61,4,2,0
22624,85.0,295000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Originated,60.57,2,7,5
74954,409.0,565000,1705000.0,69.96,20%-<30%,White,Refinance,Principal_Residence,Originated,30.06,5,4,4
66130,68.0,85000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Denied,8.05,3,1,2
64846,75.0,105000,1165000.0,8.62,<20%,Race Not Available,Home_Improvement,Principal_Residence,Originated,79.34,6,4,4
8426,167.0,575000,715000.0,80.0,36%-<43%,2 or more minority races,Home_Purchase,Principal_Residence,Originated,69.68,2,7,5
24860,41.0,285000,355000.0,80.984,50%-60%,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,54.76,4,2,0
9895,110.0,455000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,22.79,2,7,1
44662,128.0,145000,375000.0,78.353,Unknown,Race Not Available,Other,Principal_Residence,Withdrawn,61.31,6,4,4
61853,70.0,185000,335000.0,58.0,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,16.19,0,6,6
48927,146.0,285000,335000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,11.92,2,7,1
66410,169.0,485000,485000.0,100.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,52.32,2,7,5
96442,221.0,335000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,12.43,2,7,1
90188,95.0,195000,915000.0,94.983,50%-60%,White,Other,Principal_Residence,Originated,13.84,4,2,0
18695,73.0,395000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,36.07,2,7,1
12645,78.0,165000,405000.0,39.506,43%-<50%,White,Home_Purchase,Second_Residence,Originated,14.07,2,6,1
85758,95.0,155000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Withdrawn,0.0,1,5,3
66336,203.0,255000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Approved_NotAccepted,34.29,2,7,1
77553,115.0,125000,425000.0,29.551,20%-<30%,White,Other,Principal_Residence,Originated,63.16,0,6,5
45523,18.0,125000,145000.0,85.0,>60%,White,CashOut_Refinance,Principal_Residence,Denied,19.44,4,2,0
57275,38.0,125000,125000.0,96.5,36%-<43%,Black or African American,Home_Purchase,Principal_Residence,Originated,51.69,2,7,5
88022,289.0,455000,505000.0,90.0,36%-<43%,White,Home_Purchase,Second_Residence,Originated,13.4,2,7,1
86907,108.0,175000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,87.16,0,6,6
81936,71.0,65000,225000.0,84.477,20%-<30%,White,Home_Improvement,Principal_Residence,Originated,7.39,6,4,4
9653,107.0,235000,295000.0,79.18,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,4.26,0,6,6
60035,95.0,225000,325000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,96.64,2,7,5
38021,41.0,145000,155000.0,95.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,31.05,2,7,1
43677,95.0,115000,125000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,6.65,0,6,6
69216,111.0,165000,165000.0,100.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,21.42,2,7,1
28257,156.0,355000,375000.0,95.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,73.45,2,7,5
74823,100.0,75000,365000.0,55.43,36%-<43%,White,Refinance,Principal_Residence,Originated,11.89,6,4,4
12038,199.0,505000,955000.0,53.158,43%-<50%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,34.52,0,6,6
44013,36.0,155000,275000.0,56.934,43%-<50%,Black or African American,Refinance,Principal_Residence,Originated,60.94,0,6,6
44537,84.0,55000,735000.0,79.456,>60%,Asian,Other,Principal_Residence,Denied,46.8,4,2,0
31531,90.0,55000,325000.0,53.86,20%-<30%,White,Home_Improvement,Principal_Residence,Approved_NotAccepted,29.5,6,4,4
57638,94.0,165000,175000.0,96.5,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,12.67,2,7,1
24855,109.0,75000,495000.0,37.524,36%-<43%,Native Hawaiian or Other Pacific Islander,Home_Improvement,Principal_Residence,Originated,10.48,6,4,4
35240,100.0,55000,425000.0,82.86,36%-<43%,White,Other,Principal_Residence,Denied,16.83,6,4,4
57796,34.0,155000,305000.0,49.669,>60%,White,Refinance,Principal_Residence,Denied,72.53,4,2,0
25029,67.0,85000,375000.0,78.353,20%-<30%,Race Not Available,Home_Purchase,Principal_Residence,Denied,18.22,2,7,1
18055,95.0,365000,355000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,18.88,2,7,1
94616,95.0,435000,855000.0,50.004,50%-60%,White,Refinance,Principal_Residence,Denied,95.53,4,2,0
64809,95.0,205000,455000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,57.58,0,6,6
3487,65.0,75000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,31.13,2,7,1
99312,35.0,115000,205000.0,59.0,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,85.62,0,6,6
40354,247.0,555000,1025000.0,54.21,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,21.22,2,7,1
44180,26.0,105000,375000.0,78.353,>60%,White,Home_Purchase,Principal_Residence,Denied,95.13,3,1,2
5158,95.0,315000,325000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,57.08,2,7,5
90767,116.0,365000,375000.0,96.5,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,94.71,2,7,5
51095,66.0,135000,185000.0,73.24,36%-<43%,Black or African American,CashOut_Refinance,Principal_Residence,Approved_NotAccepted,82.31,0,6,6
11294,95.0,485000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Originated,88.1,0,6,6
16270,95.0,205000,275000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,17.33,2,7,1
59359,346.0,255000,4255000.0,29.412,43%-<50%,White,Other,Principal_Residence,Originated,17.23,6,4,4
33061,135.0,445000,565000.0,79.84,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,63.29,0,6,6
44779,49.0,165000,265000.0,61.567,30%-<36%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,53.32,0,6,6
56975,35.0,55000,65000.0,78.353,>60%,Black or African American,Home_Purchase,Principal_Residence,Approved_NotAccepted,64.83,3,1,2
6688,101.0,35000,285000.0,68.578,20%-<30%,White,Home_Improvement,Principal_Residence,Originated,15.82,6,4,4
27214,153.0,295000,285000.0,100.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,7.98,2,7,1
