,income,loan_amount,property_value,combined_loan_to_value_ratio,tract_minority_population_percent,occupancy_type,loan_purpose,loan_type,iso_score,anomaly_votes,category,global_outlier,contextual_outlier
2439,283.0,85000,755000.0,79.9,41.09,Principal_Residence,Other,Conventional,0.44115173775351946,0,Normal,False,False
2445,214.0,625000,715000.0,87.978,94.53,Principal_Residence,CashOut_Refinance,Conventional,0.48526063618264226,1,Contextual/local outlier,False,True
2450,80.0,395000,395000.0,97.934,40.56,Principal_Residence,Home_Purchase,FHA,0.37021974188051326,0,Normal,False,False
2451,88.0,335000,375000.0,90.0,8.5,Principal_Residence,CashOut_Refinance,VA,0.36545131553287774,0,Normal,False,False
2453,566.0,3865000,6435000.0,60.0,39.11,Second_Residence,Other,Conventional,0.6779081415013045,2,Global outlier,True,False
2454,355.0,765000,965000.0,80.0,22.98,Principal_Residence,Home_Purchase,Conventional,0.447861876786478,1,Global outlier,True,False
2455,95.0,95000,115000.0,80.0,51.95,Investment,Home_Improvement,Conventional,0.4394887396513622,1,Contextual/local outlier,False,True
2462,15.0,205000,245000.0,85.0,67.96,Investment,Home_Purchase,Conventional,0.5007813296533713,1,Global outlier,True,False
2463,208.0,725000,805000.0,89.938,97.12,Principal_Residence,CashOut_Refinance,VA,0.4795896990358879,1,Contextual/local outlier,False,True
2486,158.0,15000,375000.0,78.353,9.2,Principal_Residence,Other,Conventional,0.4787425623548211,1,Global outlier,True,False
2487,95.0,865000,5755000.0,65.0,11.38,Principal_Residence,Home_Purchase,Conventional,0.6739525305521689,3,Global outlier,True,False
2491,263.0,645000,915000.0,70.732,33.09,Principal_Residence,Home_Purchase,Conventional,0.4222434152733763,0,Normal,False,False
2500,160.0,485000,375000.0,78.353,35.83,Principal_Residence,Home_Purchase,Conventional,0.3870290049814988,0,Normal,False,False
2501,291.0,1105000,1575000.0,70.07,21.15,Principal_Residence,Home_Purchase,Conventional,0.5008590436829139,1,Global outlier,True,False
2513,193.0,315000,535000.0,78.353,7.38,Second_Residence,Home_Purchase,Conventional,0.36244581392324865,0,Normal,False,False
2524,56.0,145000,225000.0,63.964,85.29,Principal_Residence,CashOut_Refinance,FHA,0.39806933416986084,0,Normal,False,False
2545,230.0,485000,375000.0,78.353,9.36,Principal_Residence,Refinance,Conventional,0.38576964143720927,0,Normal,False,False
2551,26.0,65000,85000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.4792788585938712,0,Normal,False,False
2555,87.0,535000,375000.0,78.353,46.76,Principal_Residence,Home_Purchase,VA,0.3915474797885554,0,Normal,False,False
2556,212.0,485000,905000.0,54.26,39.73,Principal_Residence,Refinance,Conventional,0.46976554856510877,1,Global outlier,True,False
2569,235.0,105000,635000.0,45.621,22.03,Principal_Residence,Home_Improvement,Conventional,0.47690649569678334,1,Global outlier,True,False
2573,108.0,895000,1605000.0,55.688,15.28,Principal_Residence,CashOut_Refinance,Conventional,0.48955907510991453,1,Global outlier,True,False
2577,120.0,525000,585000.0,90.0,31.63,Principal_Residence,Home_Purchase,Conventional,0.4308972822265122,0,Normal,False,False
2582,106.0,405000,1875000.0,21.33,33.27,Principal_Residence,Home_Improvement,Conventional,0.5579392989028475,1,Global outlier,True,False
2588,279.0,375000,725000.0,51.765,12.67,Principal_Residence,Home_Purchase,Conventional,0.45452577278299167,1,Global outlier,True,False
2592,86.0,345000,385000.0,90.0,38.19,Principal_Residence,Home_Purchase,Conventional,0.373764829894205,0,Normal,False,False
2598,38.0,65000,95000.0,78.353,23.91,Principal_Residence,Home_Purchase,Conventional,0.4076970097192078,0,Normal,False,False
2612,311.0,375000,395000.0,94.937,78.41,Principal_Residence,Refinance,Conventional,0.539656606416527,2,Global outlier,True,False
2626,270.0,405000,2625000.0,43.26,87.56,Principal_Residence,CashOut_Refinance,Conventional,0.6054804395941414,2,Both (global + contextual),True,True
2635,183.0,645000,875000.0,73.97,47.12,Principal_Residence,Refinance,Conventional,0.4361682461252735,0,Normal,False,False
2636,255.0,1005000,1255000.0,79.56,21.07,Principal_Residence,Home_Purchase,Conventional,0.464187598039706,1,Global outlier,True,False
2640,414.0,255000,585000.0,57.094,30.57,Principal_Residence,Home_Improvement,Conventional,0.4957860067271925,1,Global outlier,True,False
2680,340.0,1395000,1555000.0,89.9,20.42,Principal_Residence,Home_Purchase,Conventional,0.5219509668610968,1,Global outlier,True,False
2682,125.0,25000,165000.0,17.58,57.64,Second_Residence,Refinance,Conventional,0.5586074322191517,1,Global outlier,True,False
2693,49.0,255000,375000.0,78.353,93.56,Principal_Residence,CashOut_Refinance,FHA,0.3993809831500423,0,Normal,False,False
2697,220.0,55000,725000.0,67.77,9.57,Investment,Home_Improvement,Conventional,0.4014745940678947,1,Contextual/local outlier,False,True
2698,297.0,355000,375000.0,78.353,57.65,Principal_Residence,CashOut_Refinance,Conventional,0.44644202713819525,1,Global outlier,True,False
2702,88.0,525000,375000.0,78.353,16.53,Principal_Residence,Home_Purchase,FHA,0.3610540573665508,0,Normal,False,False
2714,56.0,215000,225000.0,96.5,0.0,Principal_Residence,Home_Purchase,FHA,0.5244982592037502,2,Global outlier,True,False
2753,143.0,205000,305000.0,66.007,78.44,Principal_Residence,CashOut_Refinance,Conventional,0.44372153222756466,0,Normal,False,False
2755,92.0,225000,245000.0,95.0,6.02,Principal_Residence,Home_Purchase,Conventional,0.3697539444776921,0,Normal,False,False
2757,503.0,845000,1405000.0,42.86,32.73,Principal_Residence,Home_Purchase,Conventional,0.5375121304229734,1,Global outlier,True,False
2765,58.0,105000,105000.0,97.0,18.73,Principal_Residence,Home_Purchase,Conventional,0.42365012880837327,0,Normal,False,False
2774,56.0,145000,165000.0,89.448,46.62,Principal_Residence,Refinance,Conventional,0.4417356962394841,0,Normal,False,False
2794,95.0,285000,355000.0,78.353,21.9,Principal_Residence,CashOut_Refinance,FHA,0.3456064912613833,0,Normal,False,False
2806,165.0,115000,755000.0,99.56,11.38,Principal_Residence,Home_Improvement,Conventional,0.40098556792007234,0,Normal,False,False
2808,137.0,125000,165000.0,77.439,5.49,Principal_Residence,Refinance,Conventional,0.40837353448830743,0,Normal,False,False
2816,62.0,5000,375000.0,78.353,49.39,Principal_Residence,Other,Conventional,0.39178527445084016,1,Contextual/local outlier,False,True
2872,95.0,305000,495000.0,62.602,18.46,Second_Residence,CashOut_Refinance,Conventional,0.3802754260785925,0,Normal,False,False
2875,398.0,415000,675000.0,61.4,42.1,Investment,Refinance,Conventional,0.4361679875813732,1,Contextual/local outlier,False,True
2876,175.0,685000,745000.0,90.249,80.24,Principal_Residence,Home_Purchase,FHA,0.44333623664279426,0,Normal,False,False
2891,24.0,85000,95000.0,90.0,50.42,Principal_Residence,Home_Purchase,Conventional,0.39380481148893387,0,Normal,False,False
2895,858.0,505000,3205000.0,15.625,60.82,Second_Residence,Home_Purchase,Conventional,0.6850802811583199,3,Global outlier,True,False
2900,120.0,325000,375000.0,78.353,15.68,Principal_Residence,CashOut_Refinance,FHA,0.40410930853736765,0,Normal,False,False
2901,512.0,205000,1355000.0,78.2941,10.06,Principal_Residence,Other,Conventional,0.5273614706240244,1,Global outlier,True,False
2935,574.0,805000,3825000.0,20.92,38.27,Principal_Residence,Home_Improvement,Conventional,0.688385798529532,4,Both (global + contextual),True,True
2944,111.0,365000,455000.0,80.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.5241700846190792,1,Global outlier,True,False
2958,238.0,1185000,2275000.0,52.088,33.75,Principal_Residence,CashOut_Refinance,Conventional,0.6118981696754392,2,Global outlier,True,False
2959,76.0,325000,325000.0,100.0,64.36,Principal_Residence,Home_Purchase,VA,0.38277559012512985,0,Normal,False,False
2961,76.0,225000,315000.0,70.13,93.36,Principal_Residence,CashOut_Refinance,FHA,0.4042600329961158,0,Normal,False,False
3003,83.0,275000,295000.0,78.353,15.58,Principal_Residence,Home_Purchase,VA,0.3454169157106166,0,Normal,False,False
3012,168.0,15000,375000.0,78.353,33.5,Principal_Residence,Home_Improvement,Conventional,0.479319649334527,1,Global outlier,True,False
3017,55.0,165000,295000.0,56.483,76.62,Investment,Refinance,Conventional,0.39066846305006364,0,Normal,False,False
3018,100.0,415000,435000.0,95.0,18.36,Principal_Residence,Home_Purchase,VA,0.36123533625508947,0,Normal,False,False
3031,154.0,315000,375000.0,78.353,28.21,Principal_Residence,CashOut_Refinance,Conventional,0.370972305525373,0,Normal,False,False
3035,95.0,275000,375000.0,78.353,29.0,Principal_Residence,Refinance,VA,0.43304363091063125,1,Global outlier,True,False
3063,25.0,95000,165000.0,56.25,17.85,Principal_Residence,CashOut_Refinance,Conventional,0.39534189966447214,0,Normal,False,False
3065,51.0,295000,365000.0,81.111,21.62,Principal_Residence,CashOut_Refinance,FHA,0.3609427580102223,0,Normal,False,False
3068,95.0,275000,275000.0,78.353,10.65,Principal_Residence,Home_Purchase,FHA,0.34986295676026774,0,Normal,False,False
3077,95.0,315000,315000.0,78.353,18.11,Principal_Residence,Home_Purchase,VA,0.35902998441867445,0,Normal,False,False
3101,163.0,355000,805000.0,44.406,22.33,Principal_Residence,CashOut_Refinance,Conventional,0.4108451953247711,0,Normal,False,False
3107,99.0,65000,505000.0,12.7,27.47,Investment,Refinance,Conventional,0.48709382067491697,1,Contextual/local outlier,False,True
3110,50.0,305000,725000.0,41.379,35.29,Principal_Residence,Refinance,Conventional,0.5215619429564122,2,Global outlier,True,False
3112,146.0,75000,445000.0,31.21,39.06,Principal_Residence,Refinance,Conventional,0.4960478379908287,1,Contextual/local outlier,False,True
3117,132.0,335000,375000.0,78.353,85.88,Principal_Residence,Home_Purchase,Conventional,0.3910781170470016,0,Normal,False,False
3128,57.0,65000,155000.0,116.787,41.67,Principal_Residence,Other,Conventional,0.4123336924597319,0,Normal,False,False
3135,27.0,85000,85000.0,95.756,6.92,Principal_Residence,Home_Purchase,FHA,0.39145977985157515,0,Normal,False,False
3138,125.0,175000,215000.0,80.0,26.23,Principal_Residence,Home_Purchase,Conventional,0.3644923358917152,0,Normal,False,False
3155,95.0,1705000,2705000.0,78.353,54.23,Investment,Refinance,Conventional,0.6166993374030734,2,Global outlier,True,False
3200,36.0,165000,165000.0,96.5,12.33,Principal_Residence,Home_Purchase,FHA,0.39308114427131874,0,Normal,False,False
3211,396.0,755000,1005000.0,78.353,21.13,Principal_Residence,Home_Purchase,Conventional,0.49926027839395515,2,Global outlier,True,False
3237,55.0,25000,275000.0,77.375,32.51,Principal_Residence,Home_Improvement,Conventional,0.42598749445315914,0,Normal,False,False
3239,108.0,55000,1575000.0,35.446,62.15,Principal_Residence,Other,Conventional,0.5345600611168072,1,Global outlier,True,False
3253,287.0,505000,3175000.0,48.486,14.94,Principal_Residence,Refinance,Conventional,0.5716130689406297,1,Global outlier,True,False
3266,124.0,405000,515000.0,80.0,47.06,Principal_Residence,Home_Purchase,Conventional,0.37082821109064446,0,Normal,False,False
3292,131.0,205000,345000.0,57.97,40.15,Investment,CashOut_Refinance,Conventional,0.3949145198987675,0,Normal,False,False
3293,166.0,645000,835000.0,77.976,22.41,Principal_Residence,Home_Purchase,Conventional,0.39219307431077083,0,Normal,False,False
3298,96.0,315000,535000.0,58.491,10.9,Principal_Residence,Refinance,Conventional,0.38008158518079144,0,Normal,False,False
3314,105.0,175000,435000.0,41.0,61.43,Principal_Residence,CashOut_Refinance,Conventional,0.4552114519448977,0,Normal,False,False
3322,95.0,85000,525000.0,80.086,7.58,Investment,Home_Purchase,Conventional,0.49913419447466106,2,Both (global + contextual),True,True
3331,95.0,205000,215000.0,78.353,8.08,Principal_Residence,Home_Purchase,FHA,0.3572818396619249,0,Normal,False,False
3351,286.0,645000,935000.0,69.05,14.89,Principal_Residence,CashOut_Refinance,Conventional,0.4261182117766281,0,Normal,False,False
3372,100.0,395000,375000.0,78.353,45.52,Principal_Residence,CashOut_Refinance,Conventional,0.3727259758189925,0,Normal,False,False
3376,157.0,395000,1475000.0,58.16,22.57,Principal_Residence,Refinance,Conventional,0.513883603818081,1,Global outlier,True,False
3391,71.0,175000,375000.0,78.353,79.35,Principal_Residence,Refinance,Conventional,0.4192597629809828,0,Normal,False,False
3401,151.0,345000,385000.0,90.0,26.85,Principal_Residence,Home_Purchase,Conventional,0.3755470619358222,0,Normal,False,False
3403,138.0,385000,485000.0,80.0,49.21,Principal_Residence,Home_Purchase,Conventional,0.365818381912389,0,Normal,False,False
3412,0.0,265000,355000.0,74.286,11.62,Principal_Residence,Refinance,FHA,0.3889596204129675,0,Normal,False,False
3422,181.0,85000,115000.0,80.0,85.86,Investment,Home_Purchase,Conventional,0.41386900355903633,0,Normal,False,False
3436,46.0,225000,275000.0,80.0,10.75,Principal_Residence,Home_Purchase,Conventional,0.35974905833510074,0,Normal,False,False
3448,212.0,635000,705000.0,90.0,82.02,Principal_Residence,Home_Purchase,Conventional,0.47115954479444666,0,Normal,False,False
3449,77.0,205000,375000.0,78.353,51.57,Principal_Residence,CashOut_Refinance,Conventional,0.35308805998334425,0,Normal,False,False
3451,240.0,305000,2005000.0,63.584,17.51,Principal_Residence,Refinance,Conventional,0.5413208953208133,2,Both (global + contextual),True,True
3463,279.0,875000,875000.0,100.0,7.4,Principal_Residence,Home_Purchase,Conventional,0.47873718676108196,1,Global outlier,True,False
3468,1385.0,4345000,7555000.0,57.483,24.03,Principal_Residence,Refinance,Conventional,0.7153480673813581,3,Both (global + contextual),True,True
3476,176.0,645000,675000.0,95.0,14.88,Principal_Residence,Home_Purchase,Conventional,0.4881414675461387,1,Global outlier,True,False
3497,140.0,605000,1505000.0,40.0,38.23,Principal_Residence,Home_Improvement,Conventional,0.5469940839688957,2,Global outlier,True,False
3498,103.0,65000,75000.0,94.286,99.28,Second_Residence,CashOut_Refinance,Conventional,0.5404509022232279,1,Global outlier,True,False
3499,1464.0,435000,475000.0,91.6,0.0,Principal_Residence,Home_Purchase,Conventional,0.604405000464212,2,Global outlier,True,False
3504,136.0,625000,1205000.0,78.353,61.9,Principal_Residence,Home_Purchase,Conventional,0.43235105162769216,0,Normal,False,False
3508,95.0,585000,815000.0,78.353,25.87,Principal_Residence,Home_Purchase,VA,0.4450928068959392,1,Global outlier,True,False
3530,24.0,125000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.5212922170675843,1,Global outlier,True,False
3533,71.0,505000,625000.0,80.0,22.38,Principal_Residence,CashOut_Refinance,Conventional,0.3899007407028223,0,Normal,False,False
3539,46.0,165000,175000.0,95.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.5279021305908059,2,Global outlier,True,False
3546,95.0,625000,705000.0,78.353,89.06,Principal_Residence,Home_Purchase,Conventional,0.4231716334908812,0,Normal,False,False
3549,148.0,365000,465000.0,80.0,20.56,Principal_Residence,Home_Purchase,Conventional,0.381076357149105,0,Normal,False,False
3561,100.0,385000,375000.0,78.353,63.0,Principal_Residence,Refinance,Conventional,0.35921960778911394,0,Normal,False,False
3570,25.0,85000,85000.0,97.0,8.83,Principal_Residence,Home_Purchase,Conventional,0.39886998960905157,0,Normal,False,False
3571,59.0,155000,375000.0,78.353,65.36,Principal_Residence,Home_Purchase,Conventional,0.37041451274030496,0,Normal,False,False
3586,212.0,945000,925000.0,100.0,84.44,Principal_Residence,Home_Purchase,VA,0.5379020863754198,1,Global outlier,True,False
3600,85.0,65000,335000.0,63.299,14.33,Principal_Residence,CashOut_Refinance,Conventional,0.4177894756093895,0,Normal,False,False
3602,148.0,355000,415000.0,85.0,60.85,Principal_Residence,Home_Purchase,FHA,0.37084179632574726,0,Normal,False,False
3630,752.0,1725000,375000.0,78.353,41.01,Principal_Residence,Home_Purchase,Conventional,0.5298658258568085,1,Global outlier,True,False
3633,425.0,485000,485000.0,100.0,39.75,Principal_Residence,Home_Purchase,Conventional,0.4517866894359907,0,Normal,False,False
3634,84.0,185000,265000.0,69.24,36.17,Principal_Residence,Refinance,Conventional,0.3563989316435268,0,Normal,False,False
3635,320.0,1455000,2655000.0,54.92,55.58,Principal_Residence,CashOut_Refinance,Conventional,0.6133251834980333,3,Global outlier,True,False
3639,0.0,305000,1305000.0,23.07,88.44,Investment,Refinance,Conventional,0.5335463261842305,0,Normal,False,False
3641,95.0,615000,765000.0,78.353,42.16,Principal_Residence,Home_Purchase,Conventional,0.41200693641779124,0,Normal,False,False
3645,94.0,35000,285000.0,79.954,13.78,Principal_Residence,Home_Improvement,Conventional,0.38670720662818653,0,Normal,False,False
3648,95.0,165000,175000.0,78.353,87.3,Principal_Residence,Refinance,FHA,0.39662430553265876,0,Normal,False,False
3654,255.0,505000,675000.0,75.0,12.39,Investment,Home_Purchase,Conventional,0.3851862636633235,0,Normal,False,False
3666,95.0,45000,375000.0,78.353,29.11,Principal_Residence,Home_Purchase,Conventional,0.38969005333088375,1,Contextual/local outlier,False,True
3672,250.0,465000,585000.0,80.0,52.48,Principal_Residence,Home_Purchase,Conventional,0.38655057778549834,0,Normal,False,False
3680,96.0,255000,495000.0,52.0,72.32,Principal_Residence,CashOut_Refinance,Conventional,0.44744083291738873,0,Normal,False,False
3700,220.0,335000,595000.0,57.059,65.95,Investment,Refinance,Conventional,0.48474928793856487,1,Global outlier,True,False
3718,84.0,45000,375000.0,78.353,7.85,Investment,CashOut_Refinance,Conventional,0.35453792162821357,0,Normal,False,False
3733,246.0,175000,285000.0,61.0,55.3,Investment,Home_Purchase,Conventional,0.49653010851455603,1,Global outlier,True,False
3735,42.0,235000,255000.0,95.0,35.43,Principal_Residence,Home_Purchase,Conventional,0.3601017094767031,0,Normal,False,False
